,Station,Lat,Lng
0,no ID,44.00701,-92.48221
1,no ID,45.60591,-94.48746
2,no ID,45.60418,-94.48424
3,no ID,45.60406,-94.48413
4,no ID,45.60404,-94.48405
5,no ID,45.60401,-94.48397
6,no ID,45.60399,-94.48388
7,no ID,45.60396,-94.48378
8,no ID,45.60393,-94.48369
9,no ID,45.60389,-94.48361
10,no ID,45.60384,-94.4834
11,no ID,45.60383,-94.48332
12,no ID,45.60379,-94.48324
13,no ID,45.60378,-94.48316
14,no ID,45.60377,-94.48309
15,no ID,45.60374,-94.48302
16,no ID,45.60373,-94.48296
17,no ID,45.60372,-94.4829
18,no ID,45.6037,-94.48283
19,no ID,45.60326,-94.4796
20,no ID,43.93146,-94.91933
21,no ID,43.93187,-94.91935
22,no ID,45.04359,-95.18623
23,no ID,45.04297,-95.18625
24,no ID,44.90594,-94.05299
25,no ID,44.9047,-94.05296
26,no ID,44.90639,-94.05323
27,no ID,44.90704,-94.05323
28,no ID,45.04471,-95.18639
29,no ID,45.0441,-95.18638
30,no ID,43.93227,-94.91943
31,no ID,43.93203,-94.91944
32,no ID,44.08841,-96.18457
33,no ID,44.08872,-96.18456
34,no ID,44.08924,-96.18463
35,no ID,44.08892,-96.18462
36,no ID,46.90501,-96.74742
37,no ID,46.90503,-96.74649
38,no ID,46.90508,-96.74532
39,no ID,46.90506,-96.74603
40,no ID,47.63263,-92.42381
41,no ID,47.63261,-92.42545
42,no ID,46.28078,-95.87432
43,no ID,46.28116,-95.87432
44,no ID,46.28173,-95.8744
45,no ID,46.2813,-95.87441
46,no ID,47.32387,-95.61554
47,no ID,47.32456,-95.61555
48,no ID,47.32586,-95.61576
49,no ID,47.32478,-95.61571
50,no ID,46.01989,-95.31343
51,no ID,46.0199,-95.31291
52,no ID,44.36568,-94.42548
53,no ID,44.36556,-94.42397
54,no ID,44.36592,-94.42132
55,no ID,44.36574,-94.42309
56,no ID,44.36568,-94.42341
57,no ID,46.01995,-95.31173
58,no ID,46.01995,-95.31254
59,no ID,44.50177,-92.7269
60,no ID,44.50233,-92.7269
61,no ID,44.50342,-92.72675
62,no ID,44.50317,-92.72697
63,no ID,44.50258,-92.72699
64,no ID,44.42787,-95.81647
65,no ID,44.42859,-95.81645
66,no ID,44.42976,-95.8166
67,no ID,44.42909,-95.81659
68,no ID,47.78503,-92.3633
69,no ID,47.78525,-92.36359
70,no ID,47.78647,-92.36511
71,no ID,47.78612,-92.36475
72,no ID,47.78523,-92.36376
73,no ID,44.40672,-92.98055
74,no ID,44.40678,-92.97994
75,no ID,44.40694,-92.97888
76,no ID,44.40686,-92.97964
77,no ID,46.80267,-92.36461
78,no ID,46.80341,-92.36463
79,no ID,46.8055,-92.36482
80,no ID,46.80473,-92.36481
81,no ID,45.93314,-95.3177
82,no ID,45.93314,-95.31616
83,no ID,45.9332,-95.31493
84,no ID,45.93321,-95.31567
85,no ID,44.94926,-95.74561
86,no ID,44.94926,-95.74483
87,no ID,44.94938,-95.74322
88,no ID,44.94938,-95.74404
89,no ID,45.19747,-94.31769
90,no ID,45.19747,-94.31701
91,no ID,45.19746,-94.31555
92,no ID,45.19754,-94.31638
93,no ID,44.9041,-93.97109
94,no ID,44.90465,-93.97105
95,no ID,44.90558,-93.97128
96,no ID,44.90497,-93.97123
97,no ID,46.45502,-95.17632
98,no ID,46.45626,-95.17635
99,no ID,46.45775,-95.17645
100,no ID,46.4567,-95.17643
101,no ID,45.1146,-93.47608
102,no ID,45.11171,-93.47312
103,no ID,45.11154,-93.47306
104,no ID,45.1115,-93.47298
105,no ID,45.11146,-93.47292
106,no ID,45.11143,-93.47287
107,no ID,45.1114,-93.47282
108,no ID,45.11136,-93.47277
109,no ID,45.11132,-93.47272
110,no ID,45.11128,-93.47266
111,no ID,45.11124,-93.47261
112,no ID,45.11121,-93.47256
113,no ID,45.11117,-93.4725
114,no ID,45.11113,-93.47244
115,no ID,45.11108,-93.47238
116,no ID,45.11105,-93.47233
117,no ID,45.111,-93.47228
118,no ID,45.10899,-93.46829
119,no ID,45.35064,-93.90696
120,no ID,45.3511,-93.9083
121,no ID,45.35065,-93.90701
122,no ID,45.35032,-93.90684
123,no ID,45.3503,-93.90675
124,no ID,45.35027,-93.90667
125,no ID,45.35024,-93.90659
126,no ID,45.35022,-93.90653
127,no ID,45.35019,-93.90643
128,no ID,45.35016,-93.90635
129,no ID,45.35013,-93.90626
130,no ID,45.3501,-93.90618
131,no ID,45.35007,-93.9061
132,no ID,45.35003,-93.90599
133,no ID,45.35,-93.90591
134,no ID,45.34997,-93.90581
135,no ID,45.34993,-93.90571
136,no ID,45.34991,-93.90563
137,no ID,45.34987,-93.90553
138,no ID,45.34983,-93.90546
139,no ID,45.34979,-93.90539
140,no ID,45.34983,-93.90189
141,no ID,46.75467,-92.3544
142,no ID,45.2713,-93.00794
143,no ID,45.27067,-93.00861
144,no ID,45.27059,-93.00878
145,no ID,45.27053,-93.00881
146,no ID,45.27047,-93.00884
147,no ID,45.27041,-93.00887
148,no ID,45.27035,-93.0089
149,no ID,45.27029,-93.00893
150,no ID,45.27023,-93.00896
151,no ID,45.27017,-93.00899
152,no ID,45.27011,-93.00902
153,no ID,45.27005,-93.00905
154,no ID,45.26999,-93.00908
155,no ID,45.26993,-93.00911
156,no ID,45.26987,-93.00914
157,no ID,45.26981,-93.00917
158,no ID,45.26975,-93.0092
159,no ID,45.26746,-93.00997
160,no ID,44.44713,-93.29221
161,no ID,44.44797,-93.2915
162,no ID,44.44824,-93.29105
163,no ID,44.44835,-93.291
164,no ID,44.44835,-93.29093
165,no ID,44.44835,-93.29086
166,no ID,44.44835,-93.29079
167,no ID,44.44835,-93.29072
168,no ID,44.44835,-93.29065
169,no ID,44.44835,-93.29058
170,no ID,44.44835,-93.29051
171,no ID,44.44835,-93.29044
172,no ID,44.44835,-93.29037
173,no ID,44.44835,-93.2903
174,no ID,44.44835,-93.29023
175,no ID,44.44835,-93.29016
176,no ID,44.44835,-93.29009
177,no ID,44.44835,-93.29002
178,no ID,44.44835,-93.28995
179,no ID,44.44835,-93.28988
180,no ID,44.44835,-93.28981
181,no ID,44.44835,-93.28974
182,no ID,44.44835,-93.28967
183,no ID,44.44835,-93.2896
184,no ID,44.44835,-93.28953
185,no ID,44.44864,-93.28941
186,no ID,44.44896,-93.28952
187,no ID,44.44917,-93.28978
188,no ID,44.44949,-93.2909
189,no ID,44.44989,-93.29152
190,no ID,44.45123,-93.29216
191,no ID,43.49913,-93.35329
192,no ID,43.50353,-93.35443
193,no ID,43.50442,-93.35458
194,no ID,43.50594,-93.35464
195,no ID,43.50853,-93.3545
196,no ID,43.51142,-93.35434
197,no ID,43.51441,-93.35422
198,no ID,43.52081,-93.35431
199,no ID,43.52916,-93.35451
200,no ID,43.53266,-93.35458
201,no ID,43.5357,-93.35468
202,no ID,43.53872,-93.35479
203,no ID,43.54339,-93.35509
204,no ID,43.54458,-93.3554
205,no ID,43.54577,-93.35602
206,no ID,43.54757,-93.35741
207,no ID,43.54901,-93.35843
208,no ID,43.55,-93.35886
209,no ID,43.55092,-93.35907
210,no ID,43.57163,-93.35893
211,no ID,43.57339,-93.35886
212,no ID,43.57515,-93.35872
213,no ID,43.57771,-93.35841
214,no ID,43.58957,-93.35722
215,no ID,43.59082,-93.35688
216,no ID,43.59235,-93.35618
217,no ID,43.59607,-93.35362
218,no ID,43.60584,-93.34701
219,no ID,43.60836,-93.34518
220,no ID,43.61003,-93.34377
221,no ID,43.61218,-93.34172
222,no ID,43.61549,-93.33871
223,no ID,43.62232,-93.33244
224,no ID,43.62353,-93.33139
225,no ID,43.62436,-93.33076
226,no ID,43.62687,-93.3291
227,no ID,43.63255,-93.32551
228,no ID,43.63375,-93.32488
229,no ID,43.63543,-93.32413
230,no ID,43.63764,-93.32353
231,no ID,43.63904,-93.3233
232,no ID,43.64613,-93.32317
233,no ID,43.64765,-93.32295
234,no ID,43.6514,-93.32167
235,no ID,43.65571,-93.32023
236,no ID,43.65758,-93.31971
237,no ID,43.65851,-93.3196
238,no ID,43.6591,-93.3196
239,no ID,43.66039,-93.31974
240,no ID,43.66175,-93.32018
241,no ID,43.66238,-93.32041
242,no ID,43.66548,-93.32201
243,no ID,43.66667,-93.32256
244,no ID,43.66795,-93.32298
245,no ID,43.66882,-93.32317
246,no ID,43.67082,-93.32341
247,no ID,43.67288,-93.32324
248,no ID,43.67443,-93.32296
249,no ID,43.6778,-93.32223
250,no ID,43.67994,-93.32176
251,no ID,43.68269,-93.3212
252,no ID,43.68399,-93.32094
253,no ID,43.68454,-93.32082
254,no ID,43.68762,-93.32014
255,no ID,43.69038,-93.31963
256,no ID,43.69137,-93.31959
257,no ID,43.71142,-93.31966
258,no ID,43.71587,-93.31966
259,no ID,43.7172,-93.31972
260,no ID,43.71801,-93.31978
261,no ID,43.72798,-93.32091
262,no ID,43.72964,-93.32109
263,no ID,43.73104,-93.32104
264,no ID,43.73569,-93.32039
265,no ID,43.74085,-93.3197
266,no ID,43.75023,-93.31837
267,no ID,43.75339,-93.31792
268,no ID,43.75472,-93.31757
269,no ID,43.75789,-93.31647
270,no ID,43.75978,-93.31578
271,no ID,43.76277,-93.31468
272,no ID,43.76491,-93.31369
273,no ID,43.76624,-93.313
274,no ID,43.77111,-93.3103
275,no ID,43.77369,-93.309
276,no ID,43.77463,-93.3087
277,no ID,43.77566,-93.30862
278,no ID,43.78608,-93.3087
279,no ID,43.78722,-93.30869
280,no ID,43.7882,-93.30865
281,no ID,43.7893,-93.30838
282,no ID,43.79032,-93.30804
283,no ID,43.7916,-93.30735
284,no ID,43.79237,-93.30681
285,no ID,43.79339,-93.30592
286,no ID,43.79398,-93.30525
287,no ID,43.80575,-93.29132
288,no ID,43.80709,-93.29005
289,no ID,43.80819,-93.28937
290,no ID,43.8093,-93.28894
291,no ID,43.80995,-93.28879
292,no ID,43.81082,-93.28871
293,no ID,43.81554,-93.28872
294,no ID,43.81833,-93.28874
295,no ID,43.82103,-93.28871
296,no ID,43.83563,-93.28873
297,no ID,43.83937,-93.28871
298,no ID,43.84069,-93.28854
299,no ID,43.84149,-93.28838
300,no ID,43.84225,-93.28818
301,no ID,43.84332,-93.28786
302,no ID,43.84428,-93.2875
303,no ID,43.84581,-93.28673
304,no ID,43.8474,-93.2859
305,no ID,43.8617,-93.27821
306,no ID,43.86293,-93.27766
307,no ID,43.8639,-93.27731
308,no ID,43.86503,-93.27703
309,no ID,43.86683,-93.27684
310,no ID,43.87012,-93.27687
311,no ID,43.87389,-93.27688
312,no ID,43.88628,-93.27693
313,no ID,43.89676,-93.27695
314,no ID,43.90629,-93.27696
315,no ID,43.91932,-93.277
316,no ID,43.92226,-93.27703
317,no ID,43.92524,-93.27701
318,no ID,43.92651,-93.27677
319,no ID,43.92739,-93.27656
320,no ID,43.92849,-93.27615
321,no ID,43.92921,-93.27585
322,no ID,43.92995,-93.27544
323,no ID,43.93384,-93.27322
324,no ID,43.93982,-93.2698
325,no ID,43.949,-93.26451
326,no ID,43.9544,-93.26141
327,no ID,43.95714,-93.25986
328,no ID,43.96013,-93.25813
329,no ID,43.9628,-93.25661
330,no ID,43.96428,-93.25598
331,no ID,43.96553,-93.25558
332,no ID,43.96719,-93.25534
333,no ID,43.9687,-93.25527
334,no ID,43.98403,-93.255
335,no ID,43.98785,-93.25495
336,no ID,43.99301,-93.25485
337,no ID,44.00784,-93.2546
338,no ID,44.00921,-93.25452
339,no ID,44.01022,-93.25435
340,no ID,44.01105,-93.25417
341,no ID,44.01213,-93.25383
342,no ID,44.01396,-93.25298
343,no ID,44.0227,-93.24851
344,no ID,44.02474,-93.24751
345,no ID,44.0269,-93.24687
346,no ID,44.02864,-93.24665
347,no ID,44.03091,-93.2468
348,no ID,44.04321,-93.249
349,no ID,44.04445,-93.24918
350,no ID,44.04776,-93.24941
351,no ID,44.05384,-93.24962
352,no ID,44.05646,-93.24986
353,no ID,44.05887,-93.25017
354,no ID,44.05935,-93.25024
355,no ID,44.05978,-93.25032
356,no ID,44.06141,-93.25058
357,no ID,44.07024,-93.25196
358,no ID,44.07134,-93.25196
359,no ID,44.07208,-93.25194
360,no ID,44.07327,-93.25166
361,no ID,44.07407,-93.25138
362,no ID,44.07493,-93.25099
363,no ID,44.08134,-93.24796
364,no ID,44.08445,-93.24648
365,no ID,44.08722,-93.2452
366,no ID,44.08825,-93.24482
367,no ID,44.08997,-93.2445
368,no ID,44.09259,-93.24461
369,no ID,44.09506,-93.24483
370,no ID,44.09769,-93.24505
371,no ID,44.09942,-93.24515
372,no ID,44.10564,-93.24566
373,no ID,44.10978,-93.24599
374,no ID,44.1134,-93.24628
375,no ID,44.12985,-93.24756
376,no ID,44.13237,-93.24773
377,no ID,44.13409,-93.24792
378,no ID,44.13557,-93.24814
379,no ID,44.13711,-93.24864
380,no ID,44.13891,-93.24955
381,no ID,44.14003,-93.25024
382,no ID,44.1415,-93.25148
383,no ID,44.14573,-93.25504
384,no ID,44.14612,-93.25538
385,no ID,44.14695,-93.256
386,no ID,44.14805,-93.2566
387,no ID,44.1493,-93.25701
388,35N464,44.15037,-93.25724
389,no ID,44.15159,-93.2573
390,35N470,44.15709,-93.25732
391,no ID,44.16031,-93.25733
392,no ID,44.1626,-93.25751
393,no ID,44.17012,-93.25877
394,no ID,44.17146,-93.25894
395,no ID,44.17277,-93.25897
396,no ID,44.17417,-93.25882
397,no ID,44.17485,-93.25867
398,no ID,44.17651,-93.25829
399,35N482,44.17745,-93.25806
400,35N490,44.1861,-93.25593
401,no ID,44.18853,-93.25554
402,no ID,44.19568,-93.25493
403,no ID,44.19729,-93.25506
404,no ID,44.19886,-93.25543
405,no ID,44.19994,-93.25584
406,no ID,44.20097,-93.25644
407,no ID,44.20252,-93.25754
408,35N503,44.20604,-93.26112
409,no ID,44.21841,-93.27372
410,no ID,44.22,-93.27493
411,no ID,44.22095,-93.27554
412,no ID,44.22205,-93.27611
413,no ID,44.22336,-93.27661
414,no ID,44.2246,-93.27692
415,35N520,44.22559,-93.27711
416,no ID,44.2327,-93.27794
417,no ID,44.23412,-93.27828
418,35N530,44.23975,-93.28049
419,35N535,44.24661,-93.28315
420,no ID,44.25031,-93.28464
421,35N540,44.25384,-93.28657
422,35N545,44.26066,-93.29042
423,35N552,44.27153,-93.29659
424,no ID,44.27178,-93.29674
425,no ID,44.2731,-93.29752
426,no ID,44.27444,-93.29863
427,no ID,44.27572,-93.2999
428,35N558,44.27752,-93.30207
429,no ID,44.28104,-93.30624
430,no ID,44.28181,-93.30699
431,no ID,44.28257,-93.30755
432,no ID,44.28325,-93.30799
433,no ID,44.28464,-93.30855
434,35N565,44.28566,-93.30866
435,no ID,44.28783,-93.30875
436,no ID,44.29111,-93.30891
437,no ID,44.29255,-93.30894
438,35N571,44.29484,-93.30904
439,35N574,44.2992,-93.30925
440,no ID,44.30131,-93.30925
441,35N587,44.30428,-93.30918
442,no ID,44.30602,-93.30904
443,35N585,44.31374,-93.30862
444,no ID,44.31456,-93.30842
445,no ID,44.31549,-93.30798
446,no ID,44.31666,-93.30703
447,no ID,44.31761,-93.30588
448,no ID,44.31848,-93.30421
449,no ID,44.31966,-93.30142
450,no ID,44.32062,-93.29957
451,no ID,44.32291,-93.29633
452,no ID,44.3235,-93.29553
453,no ID,44.32473,-93.29443
454,35N595,44.32637,-93.29355
455,no ID,44.32741,-93.29321
456,35N600,44.33401,-93.29312
457,35N605,44.34105,-93.29306
458,35N611,44.34824,-93.29302
459,35N615,44.35515,-93.29285
460,35N620,44.36161,-93.29265
461,no ID,44.36631,-93.29249
462,35N625,44.36953,-93.29263
463,no ID,44.37344,-93.29365
464,no ID,44.3755,-93.29375
465,35N630,44.377,-93.29347
466,no ID,44.3826,-93.29243
467,35N637,44.38708,-93.29244
468,35N642,44.39356,-93.29245
469,35N651,44.40642,-93.29246
470,35N655,44.41224,-93.29246
471,35N660,44.41946,-93.29244
472,no ID,44.42537,-93.29242
473,35N665,44.42679,-93.29242
474,no ID,44.42872,-93.29242
475,no ID,44.43148,-93.2924
476,35N671,44.43514,-93.29239
477,35N675,44.4414,-93.29236
478,no ID,44.44701,-93.29234
479,35N681,44.44805,-93.29234
480,no ID,44.4548,-93.29227
481,35N685,44.45509,-93.29227
482,35N692,44.46528,-93.29224
483,no ID,44.46964,-93.29217
484,no ID,44.47017,-93.29222
485,35N699,44.47175,-93.2921
486,no ID,44.47427,-93.29196
487,35N705,44.48456,-93.29183
488,no ID,44.48838,-93.29179
489,no ID,44.4966,-93.29144
490,no ID,44.49954,-93.29123
491,no ID,44.50092,-93.29106
492,35N718,44.50303,-93.29024
493,no ID,44.5079,-93.28835
494,no ID,44.50864,-93.28816
495,no ID,44.50968,-93.28804
496,no ID,44.51075,-93.28801
497,no ID,44.51139,-93.28813
498,no ID,44.51249,-93.28836
499,no ID,44.51376,-93.28886
500,35N728,44.51632,-93.29042
501,35N737,44.53041,-93.29917
502,no ID,44.53189,-93.29998
503,no ID,44.53349,-93.30062
504,no ID,44.53479,-93.30093
505,no ID,44.53567,-93.3011
506,no ID,44.53674,-93.30114
507,no ID,44.5406,-93.30115
508,no ID,44.54189,-93.30114
509,no ID,44.54301,-93.30089
510,no ID,44.5439,-93.30061
511,no ID,44.54594,-93.3
512,no ID,44.54975,-93.29887
513,no ID,44.5509,-93.29869
514,no ID,44.5516,-93.29868
515,no ID,44.55589,-93.29857
516,no ID,44.5645,-93.29842
517,no ID,44.56814,-93.29833
518,no ID,44.57056,-93.29823
519,no ID,44.57321,-93.29815
520,no ID,44.57584,-93.29812
521,no ID,44.57666,-93.29813
522,no ID,44.58033,-93.29773
523,no ID,44.58742,-93.29765
524,no ID,44.5947,-93.29821
525,no ID,44.60155,-93.29795
526,no ID,44.60241,-93.29778
527,no ID,44.60764,-93.29591
528,no ID,44.60948,-93.29578
529,no ID,44.61061,-93.29583
530,no ID,44.6118,-93.29604
531,no ID,44.61862,-93.29784
532,no ID,44.62347,-93.29808
533,no ID,44.63076,-93.29826
534,no ID,44.6328,-93.29808
535,no ID,44.64091,-93.29669
536,no ID,44.64328,-93.29622
537,no ID,44.64472,-93.29595
538,S1585,44.64501,-93.29594
539,no ID,44.64659,-93.29569
540,S1586,44.6534,-93.29447
541,S1587,44.65369,-93.29442
542,S1588,44.66636,-93.29389
543,no ID,44.67153,-93.29391
544,no ID,44.67717,-93.29353
545,no ID,44.68052,-93.2933
546,S1589,44.68251,-93.29318
547,S1094,44.68278,-93.29315
548,no ID,44.6842,-93.29308
549,ST726,44.68607,-93.29284
550,no ID,44.68987,-93.29229
551,ST727,44.6929,-93.29081
552,no ID,44.69472,-93.28982
553,S1095,44.69835,-93.28778
554,no ID,44.69973,-93.287
555,no ID,44.7043,-93.28519
556,no ID,44.70744,-93.28474
557,no ID,44.7104,-93.28417
558,no ID,44.71498,-93.28319
559,S1096,44.71644,-93.28269
560,no ID,44.7184,-93.28207
561,no ID,44.71881,-93.28196
562,no ID,44.72043,-93.28147
563,no ID,44.72229,-93.28141
564,no ID,44.72356,-93.28163
565,no ID,44.72695,-93.2823
566,S910,44.72996,-93.28285
567,no ID,44.73259,-93.28329
568,no ID,44.7357,-93.2833
569,no ID,44.73722,-93.2831
570,no ID,44.73735,-93.28308
571,no ID,45.22228,-93.02769
572,no ID,45.22271,-93.02782
573,S1591,45.2317,-93.02812
574,S1505,45.23404,-93.02809
575,S1506,45.24119,-93.02798
576,no ID,45.24529,-93.02685
577,no ID,45.24913,-93.0251
578,S1507,45.25034,-93.02447
579,no ID,45.25275,-93.02317
580,no ID,45.25565,-93.02164
581,no ID,45.25759,-93.01969
582,no ID,45.2589,-93.01742
583,S1508,45.2605,-93.01421
584,no ID,45.26171,-93.01249
585,S1509,45.26852,-93.00872
586,no ID,45.269,-93.00845
587,no ID,45.27841,-93.00356
588,S1510,45.2796,-93.0032
589,no ID,45.28121,-93.00315
590,no ID,45.28676,-93.00291
591,S1511,45.28773,-93.00283
592,S1512,45.30405,-93.00265
593,S1513,45.32488,-93.00323
594,no ID,45.33447,-93.00443
595,S1514,45.33666,-93.00444
596,no ID,45.33831,-93.00443
597,no ID,45.34567,-93.00172
598,no ID,46.70005,-92.32074
599,no ID,46.70162,-92.31163
600,no ID,46.70238,-92.30681
601,no ID,46.70322,-92.30153
602,no ID,46.70395,-92.29639
603,no ID,46.70479,-92.29065
604,no ID,46.70534,-92.28693
605,no ID,46.7065,-92.28189
606,no ID,46.70801,-92.27893
607,no ID,46.70986,-92.27495
608,no ID,46.71048,-92.27289
609,no ID,46.71087,-92.27126
610,no ID,46.71112,-92.26919
611,no ID,46.71111,-92.26513
612,no ID,46.71142,-92.26301
613,no ID,46.71248,-92.25929
614,no ID,46.71333,-92.25753
615,no ID,46.71595,-92.25076
616,no ID,46.71699,-92.2481
617,no ID,46.71909,-92.24287
618,no ID,46.72114,-92.23808
619,no ID,46.72248,-92.23432
620,no ID,46.72381,-92.22972
621,no ID,46.72492,-92.22582
622,no ID,46.72591,-92.22168
623,no ID,46.72608,-92.22062
624,no ID,46.72613,-92.21995
625,no ID,46.72604,-92.21699
626,no ID,46.72599,-92.21433
627,no ID,46.7262,-92.21211
628,no ID,46.72646,-92.21081
629,no ID,46.72706,-92.20873
630,no ID,46.72847,-92.20505
631,no ID,46.72876,-92.20444
632,no ID,46.72942,-92.20374
633,no ID,46.73095,-92.20262
634,no ID,46.73319,-92.19885
635,no ID,46.7347,-92.19566
636,no ID,46.73539,-92.19415
637,no ID,46.73589,-92.19287
638,no ID,46.73634,-92.1912
639,no ID,46.73699,-92.18881
640,no ID,46.73745,-92.18767
641,no ID,46.73823,-92.1863
642,no ID,46.73861,-92.18546
643,no ID,46.73889,-92.18444
644,no ID,46.73904,-92.18324
645,no ID,46.73898,-92.18188
646,no ID,46.73875,-92.18082
647,no ID,46.73828,-92.17972
648,no ID,46.73717,-92.17745
649,no ID,46.73661,-92.17632
650,no ID,46.73628,-92.1754
651,no ID,46.73598,-92.17421
652,no ID,46.73587,-92.17366
653,no ID,46.73585,-92.17303
654,no ID,46.73585,-92.1719
655,no ID,46.73592,-92.17134
656,no ID,46.73601,-92.17059
657,no ID,46.73609,-92.1692
658,no ID,46.73601,-92.16648
659,no ID,46.73607,-92.16542
660,no ID,46.73618,-92.16463
661,no ID,46.73643,-92.16365
662,no ID,46.73709,-92.16236
663,no ID,46.73881,-92.16004
664,no ID,46.74053,-92.15783
665,no ID,46.74142,-92.15662
666,no ID,46.743,-92.15421
667,no ID,46.74426,-92.15244
668,no ID,46.74652,-92.14926
669,no ID,46.74854,-92.14655
670,no ID,46.75013,-92.14428
671,no ID,46.75091,-92.14322
672,no ID,46.75202,-92.14155
673,no ID,46.75292,-92.13909
674,no ID,46.75351,-92.13717
675,no ID,46.75434,-92.1351
676,no ID,46.75766,-92.13081
677,no ID,46.7593,-92.12866
678,no ID,46.76051,-92.12724
679,no ID,46.76093,-92.1268
680,no ID,46.76189,-92.12608
681,no ID,46.76278,-92.12541
682,no ID,46.76287,-92.12534
683,no ID,46.76356,-92.12476
684,no ID,46.76494,-92.12335
685,no ID,46.76584,-92.12234
686,no ID,46.76684,-92.12121
687,no ID,46.76878,-92.11903
688,no ID,46.77032,-92.11724
689,no ID,46.77108,-92.11625
690,no ID,46.77508,-92.11128
691,no ID,46.77648,-92.10941
692,no ID,46.77743,-92.10715
693,no ID,46.77943,-92.10474
694,no ID,46.78173,-92.10206
695,no ID,46.78319,-92.10024
696,no ID,46.78412,-92.09906
697,no ID,46.78742,-92.09577
698,no ID,46.78826,-92.09478
699,no ID,46.78973,-92.09311
700,no ID,46.79049,-92.09269
701,no ID,46.79106,-92.09247
702,no ID,46.7914,-92.09233
703,no ID,46.79167,-92.09217
704,no ID,46.79219,-92.09173
705,no ID,46.79313,-92.09061
706,no ID,46.79391,-92.08955
707,no ID,46.79402,-92.08934
708,no ID,46.79529,-92.08685
709,no ID,46.79618,-92.08503
710,no ID,46.79691,-92.08346
711,no ID,46.79758,-92.08194
712,no ID,46.79791,-92.08086
713,no ID,46.79807,-92.08016
714,no ID,46.79844,-92.07815
715,no ID,46.80057,-92.07376
716,no ID,46.80358,-92.06782
717,no ID,46.80613,-92.06311
718,no ID,46.80645,-92.06265
719,no ID,46.80777,-92.06128
720,no ID,46.80862,-92.06102
721,no ID,46.80899,-92.06123
722,no ID,46.80899,-92.06127
723,no ID,46.80858,-92.0611
724,no ID,46.80837,-92.06115
725,no ID,46.80805,-92.06128
726,no ID,46.80744,-92.06167
727,no ID,46.80727,-92.06184
728,no ID,46.80679,-92.06232
729,no ID,46.80624,-92.0631
730,no ID,46.80587,-92.06382
731,no ID,46.80528,-92.06489
732,no ID,46.80467,-92.066
733,no ID,46.80418,-92.06695
734,no ID,46.80365,-92.06795
735,no ID,46.80342,-92.06838
736,no ID,46.80318,-92.06883
737,no ID,46.8029,-92.06939
738,no ID,46.80249,-92.07018
739,no ID,46.80215,-92.07085
740,no ID,46.80183,-92.07146
741,no ID,46.80128,-92.07255
742,no ID,46.80065,-92.07379
743,no ID,46.80023,-92.07461
744,no ID,46.79989,-92.07527
745,no ID,46.79961,-92.07586
746,no ID,46.79934,-92.07635
747,no ID,46.79891,-92.07723
748,no ID,46.79863,-92.07783
749,no ID,46.79846,-92.07835
750,no ID,46.79829,-92.0791
751,no ID,46.79812,-92.07998
752,no ID,46.798,-92.08057
753,no ID,46.79776,-92.08144
754,no ID,46.79766,-92.08181
755,no ID,46.79747,-92.08227
756,no ID,46.79694,-92.08342
757,no ID,46.79637,-92.08469
758,no ID,46.796,-92.08548
759,no ID,46.79557,-92.08636
760,no ID,46.79479,-92.08792
761,no ID,46.79413,-92.08921
762,no ID,46.79404,-92.0894
763,no ID,46.79389,-92.08968
764,no ID,46.79347,-92.09024
765,no ID,46.79292,-92.09088
766,no ID,46.79232,-92.09162
767,no ID,46.79219,-92.09177
768,no ID,46.792,-92.09194
769,no ID,46.7917,-92.09218
770,no ID,46.79141,-92.09236
771,no ID,46.79094,-92.09259
772,no ID,46.79026,-92.09286
773,no ID,46.78972,-92.09321
774,no ID,46.7895,-92.09344
775,no ID,46.78881,-92.09425
776,no ID,46.7878,-92.0954
777,no ID,46.78729,-92.09602
778,no ID,46.78638,-92.09697
779,no ID,46.78525,-92.09811
780,no ID,46.7845,-92.09885
781,no ID,46.78427,-92.09908
782,no ID,46.78277,-92.10091
783,no ID,46.78204,-92.10183
784,no ID,46.78056,-92.10341
785,no ID,46.77918,-92.10503
786,no ID,46.77753,-92.10721
787,no ID,46.77663,-92.10918
788,no ID,46.77646,-92.10962
789,no ID,46.77569,-92.11065
790,no ID,46.77506,-92.11143
791,no ID,46.77438,-92.11226
792,no ID,46.77306,-92.11396
793,no ID,46.77112,-92.1163
794,no ID,46.7701,-92.11768
795,no ID,46.7691,-92.11898
796,no ID,46.76737,-92.12095
797,no ID,46.76673,-92.12169
798,no ID,46.76524,-92.12347
799,no ID,46.76458,-92.12413
800,no ID,46.76373,-92.12487
801,no ID,46.76276,-92.1256
802,no ID,46.76103,-92.12677
803,no ID,46.75941,-92.12881
804,no ID,46.75763,-92.13108
805,no ID,46.75501,-92.13437
806,no ID,46.75456,-92.13507
807,no ID,46.75378,-92.1368
808,no ID,46.75331,-92.13843
809,no ID,46.75247,-92.14084
810,no ID,46.75181,-92.14216
811,no ID,46.75072,-92.1436
812,no ID,46.74856,-92.1466
813,no ID,46.74304,-92.15432
814,no ID,46.74145,-92.15667
815,no ID,46.74056,-92.15788
816,no ID,46.7388,-92.16018
817,no ID,46.73694,-92.16263
818,no ID,46.73645,-92.16362
819,no ID,46.7362,-92.16462
820,no ID,46.73614,-92.16649
821,no ID,46.73623,-92.1692
822,no ID,46.73628,-92.17203
823,no ID,46.73631,-92.17347
