 , , ,Sum (From 3 PM to 7 PM every 15 minutes),Average (From 3 PM to 7 PM every 15 minutes),Sum (From 5 AM to 9 AM every 15 minutes),Average (From 5 AM to 9 AM every 15 minutes)
143,Volume,8/22/2018,1154,72.125,1186,74.125
143,Volume,8/23/2018,832,52,821,51.3125
143,Volume,8/24/2018,892,55.75,403,25.1875
143,Volume,8/27/2018,876,54.75,716,44.75
143,Volume,8/28/2018,758,47.375,846,52.875
143,Volume,8/29/2018,903,56.4375,849,53.0625
143,Volume,8/30/2018,864,54,774,48.375
143,Volume,8/31/2018,705,44.0625,358,22.375
143,Volume,9/3/2018,427,26.6875,80,5
143,Volume,9/4/2018,1119,69.9375,679,42.4375
143,Volume,9/5/2018,788,49.25,806,50.375
143,Volume,9/6/2018,865,54.0625,866,54.125
143,Volume,9/7/2018,962,60.125,697,43.5625
143,Volume,9/10/2018,769,48.0625,841,52.5625
143,Volume,9/11/2018,807,50.4375,915,57.1875
143,Volume,9/12/2018,750,46.875,1052,65.75
143,Volume,9/13/2018,971,60.6875,20,4
143,Volume,9/14/2018,846,52.875,785,49.0625
143,Volume,9/17/2018,743,46.4375,787,49.1875
143,Volume,9/18/2018,971,60.6875,841,52.5625
143,Volume,9/19/2018,941,58.8125,968,60.5
143,Volume,9/20/2018,998,62.375,1000,62.5
143,Volume,9/21/2018,1251,78.1875,925,57.8125
143,Volume,9/24/2018,677,42.3125,1004,62.75
143,Volume,9/25/2018,877,54.8125,1003,62.6875
143,Volume,9/26/2018,755,47.1875,1007,62.9375
143,Volume,9/27/2018,1290,80.625,976,61
143,Volume,9/28/2018,754,47.125,764,47.75
143,Volume,10/1/2018,732,45.75,762,47.625
143,Volume,10/2/2018,890,55.625,966,60.375
143,Volume,10/3/2018,609,55.363636,1254,78.375
143,Volume,10/4/2018,1078,67.375,914,57.125
143,Volume,10/5/2018,938,58.625,638,39.875
144,Volume,8/1/2017,1353,84.5625,1922,120.125
144,Volume,8/2/2017,1450,90.625,1872,117
144,Volume,8/3/2017,1285,80.3125,1763,110.1875
144,Volume,8/4/2017,1323,82.6875,1517,94.8125
144,Volume,8/7/2017,1320,82.5,1744,109
144,Volume,8/8/2017,1315,82.1875,1853,115.8125
144,Volume,8/9/2017,1388,86.75,1890,118.125
144,Volume,8/10/2017,1378,86.125,1870,116.875
144,Volume,8/11/2017,1266,79.125,1539,96.1875
144,Volume,8/14/2017,1323,82.6875,1833,114.5625
144,Volume,8/15/2017,1422,88.875,1880,117.5
144,Volume,8/16/2017,1380,86.25,1813,113.3125
144,Volume,8/17/2017,2182,136.375,1787,111.6875
144,Volume,8/18/2017,1364,85.25,1546,96.625
144,Volume,8/21/2017,1198,74.875,1651,103.1875
144,Volume,8/22/2017,1392,87,1796,112.25
144,Volume,8/23/2017,1319,82.4375,1864,116.5
144,Volume,8/24/2017,1382,86.375,1740,108.75
144,Volume,8/25/2017,1352,84.5,1563,97.6875
144,Volume,8/28/2017,1335,83.4375,1693,105.8125
144,Volume,8/29/2017,1353,84.5625,1816,113.5
144,Volume,8/30/2017,1317,82.3125,1805,112.8125
144,Volume,8/31/2017,1310,81.875,1800,112.5
144,Volume,9/1/2017,1272,79.5,1414,88.375
144,Volume,9/4/2017,951,59.4375,204,12.75
144,Volume,9/5/2017,1389,86.8125,1791,111.9375
144,Volume,9/6/2017,1419,88.6875,1884,117.75
144,Volume,9/7/2017,1367,85.4375,1871,116.9375
144,Volume,9/8/2017,1351,84.4375,1732,108.25
144,Volume,9/11/2017,1333,83.3125,1866,116.625
144,Volume,9/12/2017,1339,83.6875,1248,78
144,Volume,9/13/2017,1412,88.25,1811,113.1875
144,Volume,9/14/2017,1313,82.0625,1783,111.4375
144,Volume,9/15/2017,1237,77.3125,1261,78.8125
144,Volume,9/18/2017,1204,75.25,1235,77.1875
144,Volume,9/19/2017,1352,84.5,1295,80.9375
144,Volume,9/20/2017,1354,84.625,1278,79.875
144,Volume,9/21/2017,1341,83.8125,1279,79.9375
144,Volume,9/22/2017,1345,84.0625,1274,79.625
144,Volume,9/25/2017,1246,77.875,1357,84.8125
144,Volume,9/26/2017,1292,80.75,1819,113.6875
144,Volume,9/27/2017,1549,96.8125,1320,82.5
144,Volume,9/28/2017,1382,86.375,1814,113.375
144,Volume,9/29/2017,1355,84.6875,1594,99.625
144,Volume,8/1/2018,1554,97.125,2235,139.6875
144,Volume,8/2/2018,1716,107.25,2107,131.6875
144,Volume,8/3/2018,1360,85,1632,102
144,Volume,8/6/2018,1522,95.125,2056,128.5
144,Volume,8/7/2018,1417,88.5625,2242,140.125
144,Volume,8/8/2018,1473,92.0625,2176,136
144,Volume,8/9/2018,1526,95.375,2103,131.4375
144,Volume,8/10/2018,1286,80.375,1621,101.3125
144,Volume,8/13/2018,1427,89.1875,1955,122.1875
144,Volume,8/14/2018,1476,92.25,2221,138.8125
144,Volume,8/15/2018,1297,81.0625,2096,131
144,Volume,8/16/2018,1231,76.9375,1848,115.5
144,Volume,8/17/2018,1111,69.4375,1474,92.125
144,Volume,8/20/2018,1116,69.75,1667,104.1875
144,Volume,8/21/2018,1142,71.375,1846,115.375
144,Volume,8/22/2018,1265,79.0625,1950,121.875
144,Volume,8/23/2018,1162,72.625,1853,115.8125
144,Volume,8/24/2018,1114,69.625,1413,88.3125
144,Volume,8/27/2018,1159,72.4375,1752,109.5
144,Volume,8/28/2018,1165,72.8125,1841,115.0625
144,Volume,8/29/2018,1172,73.25,1848,115.5
144,Volume,8/30/2018,1149,71.8125,1707,106.6875
144,Volume,8/31/2018,1025,64.0625,1326,82.875
144,Volume,9/3/2018,830,51.875,153,9.5625
144,Volume,9/4/2018,1170,73.125,1766,110.375
144,Volume,9/5/2018,1133,70.8125,1868,116.75
144,Volume,9/6/2018,1158,72.375,1804,112.75
144,Volume,9/7/2018,1139,71.1875,1636,102.25
144,Volume,9/10/2018,1113,69.5625,1797,112.3125
144,Volume,9/11/2018,1107,69.1875,1934,120.875
144,Volume,9/12/2018,1154,72.125,1937,121.0625
144,Volume,9/13/2018,1195,74.6875,1838,114.875
144,Volume,9/14/2018,1165,72.8125,1700,106.25
144,Volume,9/17/2018,1082,67.625,1812,113.25
144,Volume,9/18/2018,1231,76.9375,1933,120.8125
144,Volume,9/19/2018,1224,76.5,1910,119.375
144,Volume,9/20/2018,1481,92.5625,1766,110.375
144,Volume,9/21/2018,1277,79.8125,1694,105.875
144,Volume,9/24/2018,1180,73.75,1743,108.9375
144,Volume,9/25/2018,1198,74.875,1959,122.4375
144,Volume,9/26/2018,1182,73.875,1972,123.25
144,Volume,9/27/2018,1196,74.75,1904,119
144,Volume,9/28/2018,1180,73.75,1701,106.3125
144,Volume,10/1/2018,1206,75.375,1827,114.1875
144,Volume,10/2/2018,1178,73.625,1969,123.0625
144,Volume,10/3/2018,1239,77.4375,1385,86.5625
144,Volume,10/4/2018,1237,77.3125,1722,107.625
144,Volume,10/5/2018,1200,75,1610,100.625
2192,Volume,8/1/2017,383,23.9375,298,18.625
2192,Volume,8/2/2017,350,21.875,299,18.6875
2192,Volume,8/3/2017,345,21.5625,264,16.5
2192,Volume,8/4/2017,362,22.625,277,17.3125
2192,Volume,8/7/2017,322,20.125,260,16.25
2192,Volume,8/8/2017,375,23.4375,275,17.1875
2192,Volume,8/9/2017,309,19.3125,307,19.1875
2192,Volume,8/10/2017,321,20.0625,270,16.875
2192,Volume,8/11/2017,355,22.1875,255,15.9375
2192,Volume,8/14/2017,370,23.125,277,17.3125
2192,Volume,8/15/2017,381,23.8125,262,16.375
2192,Volume,8/16/2017,388,24.25,306,19.125
2192,Volume,8/17/2017,363,22.6875,274,17.125
2192,Volume,8/18/2017,334,20.875,252,15.75
2192,Volume,8/21/2017,337,21.0625,260,16.25
2192,Volume,8/22/2017,341,21.3125,268,16.75
2192,Volume,8/23/2017,354,22.125,296,18.5
2192,Volume,8/24/2017,359,22.4375,313,19.5625
2192,Volume,8/25/2017,373,23.3125,271,16.9375
2192,Volume,8/28/2017,407,25.4375,277,17.3125
2192,Volume,8/29/2017,384,24,245,15.3125
2192,Volume,8/30/2017,416,26,259,16.1875
2192,Volume,8/31/2017,403,25.1875,252,15.75
2192,Volume,9/1/2017,413,25.8125,256,16
2192,Volume,9/4/2017,343,21.4375,143,8.9375
2192,Volume,9/5/2017,403,25.1875,263,16.4375
2192,Volume,9/6/2017,387,24.1875,259,16.1875
2192,Volume,9/7/2017,389,24.3125,222,13.875
2192,Volume,9/8/2017,463,28.9375,263,16.4375
2192,Volume,9/11/2017,361,22.5625,219,13.6875
2192,Volume,9/12/2017,400,25,250,15.625
2192,Volume,9/13/2017,401,25.0625,235,14.6875
2192,Volume,9/14/2017,363,22.6875,212,13.25
2192,Volume,9/15/2017,337,21.0625,237,14.8125
2192,Volume,9/18/2017,374,23.375,227,14.1875
2192,Volume,9/19/2017,382,23.875,228,14.25
2192,Volume,9/20/2017,422,26.375,238,14.875
2192,Volume,9/21/2017,419,26.1875,261,16.3125
2192,Volume,9/22/2017,363,22.6875,252,15.75
2192,Volume,9/25/2017,349,21.8125,238,14.875
2192,Volume,9/26/2017,373,23.3125,222,13.875
2192,Volume,9/27/2017,406,25.375,235,14.6875
2192,Volume,9/28/2017,401,25.0625,227,14.1875
2192,Volume,9/29/2017,383,23.9375,213,13.3125
2192,Volume,8/1/2018,337,21.0625,223,13.9375
2192,Volume,8/2/2018,0,0,0,0
2192,Volume,8/3/2018,0,0,0,0
2192,Volume,8/6/2018,0,0,0,0
2192,Volume,8/7/2018,0,0,0,0
2192,Volume,8/8/2018,0,0,0,0
2192,Volume,8/9/2018,0,0,0,0
2192,Volume,8/10/2018,0,0,0,0
2192,Volume,8/13/2018,0,0,0,0
2192,Volume,8/14/2018,0,0,0,0
2192,Volume,8/15/2018,0,0,0,0
2192,Volume,8/16/2018,0,0,0,0
2192,Volume,8/17/2018,0,0,0,0
2192,Volume,8/20/2018,0,0,0,0
2192,Volume,8/21/2018,0,0,0,0
2192,Volume,8/22/2018,0,0,0,0
2192,Volume,8/23/2018,0,0,0,0
2192,Volume,8/24/2018,0,0,0,0
2192,Volume,8/27/2018,0,0,0,0
2192,Volume,8/28/2018,0,0,0,0
2192,Volume,8/29/2018,0,0,0,0
2192,Volume,8/30/2018,0,0,0,0
2192,Volume,8/31/2018,0,0,0,0
2192,Volume,9/3/2018,0,0,0,0
2192,Volume,9/4/2018,0,0,0,0
2192,Volume,9/5/2018,0,0,0,0
2192,Volume,9/6/2018,0,0,0,0
2192,Volume,9/7/2018,0,0,0,0
2192,Volume,9/10/2018,0,0,0,0
2192,Volume,9/11/2018,0,0,0,0
2192,Volume,9/12/2018,0,0,0,0
2192,Volume,9/13/2018,0,0,0,0
2192,Volume,9/14/2018,0,0,0,0
2192,Volume,9/17/2018,0,0,0,0
2192,Volume,9/18/2018,0,0,0,0
2192,Volume,9/19/2018,0,0,0,0
2192,Volume,9/20/2018,0,0,0,0
2192,Volume,9/21/2018,0,0,0,0
2192,Volume,9/24/2018,0,0,0,0
2192,Volume,9/25/2018,0,0,0,0
2192,Volume,9/26/2018,0,0,0,0
2192,Volume,9/27/2018,0,0,0,0
2192,Volume,9/28/2018,0,0,0,0
2192,Volume,10/1/2018,0,0,0,0
2192,Volume,10/2/2018,0,0,0,0
2192,Volume,10/3/2018,0,0,0,0
2192,Volume,10/4/2018,0,0,0,0
2192,Volume,10/5/2018,0,0,0,0
2193,Volume,8/1/2017,1516,94.75,1305,81.5625
2193,Volume,8/2/2017,1543,96.4375,1308,81.75
2193,Volume,8/3/2017,1428,89.25,1226,76.625
2193,Volume,8/4/2017,1348,84.25,1154,72.125
2193,Volume,8/7/2017,1362,85.125,1219,76.1875
2193,Volume,8/8/2017,1388,86.75,1321,82.5625
2193,Volume,8/9/2017,1401,87.5625,1296,81
2193,Volume,8/10/2017,1507,94.1875,1321,82.5625
2193,Volume,8/11/2017,1292,80.75,1202,75.125
2193,Volume,8/14/2017,15763,985.1875,1234,77.125
2193,Volume,8/15/2017,1561,97.5625,1281,80.0625
2193,Volume,8/16/2017,1455,90.9375,1126,70.375
2193,Volume,8/17/2017,1504,94,1281,80.0625
2193,Volume,8/18/2017,1305,81.5625,1202,75.125
2193,Volume,8/21/2017,1528,95.5,1273,79.5625
2193,Volume,8/22/2017,1635,102.1875,1373,85.8125
2193,Volume,8/23/2017,1936,121,1322,82.625
2193,Volume,8/24/2017,2059,128.6875,2053,128.3125
2193,Volume,8/25/2017,1833,114.5625,1681,105.0625
2193,Volume,8/28/2017,1877,117.3125,1642,102.625
2193,Volume,8/29/2017,2181,136.3125,1553,97.0625
2193,Volume,8/30/2017,1996,124.75,1650,103.125
2193,Volume,8/31/2017,2008,125.5,1628,101.75
2193,Volume,9/1/2017,1823,113.9375,1870,116.875
2193,Volume,9/4/2017,1099,68.6875,1023,63.9375
2193,Volume,9/5/2017,1436,89.75,1270,79.375
2193,Volume,9/6/2017,1544,96.5,1313,82.0625
2193,Volume,9/7/2017,1479,92.4375,1285,80.3125
2193,Volume,9/8/2017,1626,101.625,1271,79.4375
2193,Volume,9/11/2017,1443,90.1875,1261,78.8125
2193,Volume,9/12/2017,1567,97.9375,1331,83.1875
2193,Volume,9/13/2017,1545,96.5625,1352,84.5
2193,Volume,9/14/2017,1612,100.75,1311,81.9375
2193,Volume,9/15/2017,1461,91.3125,1256,78.5
2193,Volume,9/18/2017,1348,84.25,1304,81.5
2193,Volume,9/19/2017,1536,96,1324,82.75
2193,Volume,9/20/2017,1718,107.375,1292,80.75
2193,Volume,9/21/2017,1678,104.875,1360,85
2193,Volume,9/22/2017,1445,90.3125,1219,76.1875
2193,Volume,9/25/2017,1322,82.625,998,62.375
2193,Volume,9/26/2017,1452,90.75,1289,80.5625
2193,Volume,9/27/2017,1622,101.375,1324,82.75
2193,Volume,9/28/2017,1505,94.0625,1260,78.75
2193,Volume,9/29/2017,1369,85.5625,1262,78.875
2193,Volume,8/1/2018,1320,82.5,1113,69.5625
2193,Volume,8/2/2018,1224,76.5,1226,76.625
2193,Volume,8/3/2018,1051,65.6875,1042,65.125
2193,Volume,8/6/2018,1170,73.125,1081,67.5625
2193,Volume,8/7/2018,1271,79.4375,1193,74.5625
2193,Volume,8/8/2018,1316,82.25,1223,76.4375
2193,Volume,8/9/2018,1210,75.625,1146,71.625
2193,Volume,8/10/2018,1037,64.8125,1104,69
2193,Volume,8/13/2018,1182,73.875,1089,68.0625
2193,Volume,8/14/2018,1344,84,1233,77.0625
2193,Volume,8/15/2018,1408,88,1397,87.3125
2193,Volume,8/16/2018,1486,92.875,1412,88.25
2193,Volume,8/17/2018,1271,79.4375,1421,88.8125
2193,Volume,8/20/2018,1305,81.5625,1307,81.6875
2193,Volume,8/21/2018,1614,100.875,1695,105.9375
2193,Volume,8/22/2018,1617,101.0625,1757,109.8125
2193,Volume,8/23/2018,1699,106.1875,2486,155.375
2193,Volume,8/24/2018,1489,93.0625,2042,127.625
2193,Volume,8/27/2018,1274,79.625,1683,105.1875
2193,Volume,8/28/2018,1645,102.8125,1454,90.875
2193,Volume,8/29/2018,1815,113.4375,1940,121.25
2193,Volume,8/30/2018,1870,116.875,1762,110.125
2193,Volume,8/31/2018,1513,94.5625,1800,112.5
2193,Volume,9/3/2018,874,54.625,970,60.625
2193,Volume,9/4/2018,1209,75.5625,1176,73.5
2193,Volume,9/5/2018,1318,82.375,1236,77.25
2193,Volume,9/6/2018,1279,79.9375,1162,72.625
2193,Volume,9/7/2018,1286,80.375,1199,74.9375
2193,Volume,9/10/2018,1129,70.5625,1128,70.5
2193,Volume,9/11/2018,1610,100.625,1524,95.25
2193,Volume,9/12/2018,1594,99.625,1597,99.8125
2193,Volume,9/13/2018,1611,100.6875,1531,95.6875
2193,Volume,9/14/2018,1461,91.3125,1404,87.75
2193,Volume,9/17/2018,1402,87.625,1486,92.875
2193,Volume,9/18/2018,1478,92.375,1489,93.0625
2193,Volume,9/19/2018,1622,101.375,1546,96.625
2193,Volume,9/20/2018,1507,94.1875,1427,89.1875
2193,Volume,9/21/2018,1425,89.0625,1517,94.8125
2193,Volume,9/24/2018,1356,84.75,1325,82.8125
2193,Volume,9/25/2018,1267,79.1875,1352,84.5
2193,Volume,9/26/2018,1448,90.5,1313,82.0625
2193,Volume,9/27/2018,1348,84.25,1290,80.625
2193,Volume,9/28/2018,1185,74.0625,1120,70
2193,Volume,10/1/2018,2902,181.375,2408,150.5
2193,Volume,10/2/2018,3261,203.8125,2536,158.5
2193,Volume,10/3/2018,3169,198.0625,2831,176.9375
2193,Volume,10/4/2018,3418,213.625,2958,184.875
2193,Volume,10/5/2018,3307,206.6875,2795,174.6875
2196,Volume,8/1/2017,4125,257.8125,5490,343.125
2196,Volume,8/2/2017,4168,260.5,5597,349.8125
2196,Volume,8/3/2017,4188,261.75,4970,310.625
2196,Volume,8/4/2017,3981,248.8125,5294,330.875
2196,Volume,8/7/2017,3867,241.6875,5450,340.625
2196,Volume,8/8/2017,3859,241.1875,5300,331.25
2196,Volume,8/9/2017,3774,235.875,5483,342.6875
2196,Volume,8/10/2017,3872,242,5432,339.5
2196,Volume,8/11/2017,3818,238.625,5046,315.375
2196,Volume,8/14/2017,3723,232.6875,5307,331.6875
2196,Volume,8/15/2017,3925,245.3125,5496,343.5
2196,Volume,8/16/2017,512,170.66667,4715,294.6875
2196,Volume,8/17/2017,3933,245.8125,3553,253.78572
2196,Volume,8/18/2017,3626,226.625,5124,320.25
2196,Volume,8/21/2017,3699,231.1875,5346,334.125
2196,Volume,8/22/2017,3862,241.375,5333,333.3125
2196,Volume,8/23/2017,4064,254,5395,337.1875
2196,Volume,8/24/2017,4011,250.6875,5093,318.3125
2196,Volume,8/25/2017,4357,272.3125,4319,269.9375
2196,Volume,8/28/2017,3763,235.1875,5055,315.9375
2196,Volume,8/29/2017,4100,256.25,5055,315.9375
2196,Volume,8/30/2017,3973,248.3125,5279,329.9375
2196,Volume,8/31/2017,4218,263.625,5023,313.9375
2196,Volume,9/1/2017,3366,210.375,4701,293.8125
2196,Volume,9/4/2017,2290,143.125,888,55.5
2196,Volume,9/5/2017,3431,214.4375,4852,303.25
2196,Volume,9/6/2017,3459,216.1875,5378,336.125
2196,Volume,9/7/2017,3627,226.6875,5415,338.4375
2196,Volume,9/8/2017,3570,223.125,5036,314.75
2196,Volume,9/11/2017,3622,226.375,5248,328
2196,Volume,9/12/2017,3781,236.3125,5421,338.8125
2196,Volume,9/13/2017,3658,228.625,5322,332.625
2196,Volume,9/14/2017,3890,243.125,5292,330.75
2196,Volume,9/15/2017,3615,225.9375,5320,332.5
2196,Volume,9/18/2017,3307,206.6875,5364,335.25
2196,Volume,9/19/2017,3510,219.375,5319,332.4375
2196,Volume,9/20/2017,3645,227.8125,5309,331.8125
2196,Volume,9/21/2017,3976,248.5,5056,316
2196,Volume,9/22/2017,3377,211.0625,4873,304.5625
2196,Volume,9/25/2017,3244,202.75,4331,270.6875
2196,Volume,9/26/2017,3538,221.125,5155,322.1875
2196,Volume,9/27/2017,3673,229.5625,5147,321.6875
2196,Volume,9/28/2017,3513,219.5625,5157,322.3125
2196,Volume,9/29/2017,3380,211.25,4972,310.75
2196,Volume,8/1/2018,3103,193.9375,5121,320.0625
2196,Volume,8/2/2018,2982,186.375,5070,316.875
2196,Volume,8/3/2018,2811,175.6875,4745,296.5625
2196,Volume,8/6/2018,2848,178,5048,315.5
2196,Volume,8/7/2018,2906,181.625,5239,327.4375
2196,Volume,8/8/2018,3264,204,5376,336
2196,Volume,8/9/2018,3105,194.0625,5120,320
2196,Volume,8/10/2018,2815,175.9375,4642,290.125
2196,Volume,8/13/2018,2915,182.1875,4665,291.5625
2196,Volume,8/14/2018,3162,197.625,5236,327.25
2196,Volume,8/15/2018,3061,191.3125,5509,344.3125
2196,Volume,8/16/2018,3004,187.75,5198,324.875
2196,Volume,8/17/2018,2639,164.9375,4752,297
2196,Volume,8/20/2018,2779,173.6875,4792,299.5
2196,Volume,8/21/2018,2902,181.375,5251,328.1875
2196,Volume,8/22/2018,3097,193.5625,5217,326.0625
2196,Volume,8/23/2018,3403,212.6875,5258,328.625
2196,Volume,8/24/2018,3326,207.875,4855,303.4375
2196,Volume,8/27/2018,3089,193.0625,5225,326.5625
2196,Volume,8/28/2018,3256,203.5,5012,313.25
2196,Volume,8/29/2018,3323,207.6875,5360,335
2196,Volume,8/30/2018,3634,227.125,5214,325.875
2196,Volume,8/31/2018,2883,180.1875,4785,299.0625
2196,Volume,9/3/2018,2069,129.3125,903,56.4375
2196,Volume,9/4/2018,3185,199.0625,4854,303.375
2196,Volume,9/5/2018,3190,199.375,5387,336.6875
2196,Volume,9/6/2018,2868,179.25,4603,287.6875
2196,Volume,9/7/2018,2780,173.75,4993,312.0625
2196,Volume,9/10/2018,2932,183.25,4857,303.5625
2196,Volume,9/11/2018,1732,108.25,2431,151.9375
2196,Volume,9/12/2018,1712,107,1578,98.625
2196,Volume,9/13/2018,1721,107.5625,1749,109.3125
2196,Volume,9/14/2018,1673,104.5625,1801,112.5625
2196,Volume,9/17/2018,1357,84.8125,1694,105.875
2196,Volume,9/18/2018,1622,101.375,1597,99.8125
2196,Volume,9/19/2018,1277,79.8125,1579,98.6875
2196,Volume,9/20/2018,1178,73.625,1364,85.25
2196,Volume,9/21/2018,1841,115.0625,1839,114.9375
2196,Volume,9/24/2018,2572,160.75,4443,277.6875
2196,Volume,9/25/2018,2671,166.9375,5028,314.25
2196,Volume,9/26/2018,3131,195.6875,4891,305.6875
2196,Volume,9/27/2018,3011,188.1875,5023,313.9375
2196,Volume,9/28/2018,2948,184.25,4652,290.75
2196,Volume,10/1/2018,2986,186.625,5377,336.0625
2196,Volume,10/2/2018,3007,187.9375,5000,312.5
2196,Volume,10/3/2018,3015,188.4375,5616,351
2196,Volume,10/4/2018,3120,195,5414,338.375
2196,Volume,10/5/2018,3007,187.9375,4990,311.875
2197,Volume,8/1/2017,1712,107,2281,142.5625
2197,Volume,8/2/2017,1739,108.6875,2333,145.8125
2197,Volume,8/3/2017,1679,104.9375,2231,139.4375
2197,Volume,8/4/2017,1679,104.9375,2029,126.8125
2197,Volume,8/7/2017,1701,106.3125,2126,132.875
2197,Volume,8/8/2017,1623,101.4375,2336,146
2197,Volume,8/9/2017,1633,102.0625,2275,142.1875
2197,Volume,8/10/2017,1695,105.9375,2152,134.5
2197,Volume,8/11/2017,1540,96.25,1968,123
2197,Volume,8/14/2017,1687,105.4375,2134,133.375
2197,Volume,8/15/2017,1673,104.5625,2175,135.9375
2197,Volume,8/16/2017,230,76.666664,2476,154.75
2197,Volume,8/17/2017,1576,98.5,2168,135.5
2197,Volume,8/18/2017,1515,94.6875,2014,125.875
2197,Volume,8/21/2017,1511,94.4375,2136,133.5
2197,Volume,8/22/2017,1562,97.625,2129,133.0625
2197,Volume,8/23/2017,1666,104.125,2151,134.4375
2197,Volume,8/24/2017,1923,120.1875,2150,134.375
2197,Volume,8/25/2017,1807,112.9375,2041,127.5625
2197,Volume,8/28/2017,1840,115,2189,136.8125
2197,Volume,8/29/2017,2091,130.6875,2248,140.5
2197,Volume,8/30/2017,1950,121.875,2249,140.5625
2197,Volume,8/31/2017,2418,151.125,2127,132.9375
2197,Volume,9/1/2017,1914,119.625,1921,120.0625
2197,Volume,9/4/2017,1667,104.1875,391,24.4375
2197,Volume,9/5/2017,1634,102.125,2077,129.8125
2197,Volume,9/6/2017,1671,104.4375,2252,140.75
2197,Volume,9/7/2017,1698,106.125,2352,147
2197,Volume,9/8/2017,1896,118.5,2094,130.875
2197,Volume,9/11/2017,1894,118.375,2138,133.625
2197,Volume,9/12/2017,1874,117.125,2269,141.8125
2197,Volume,9/13/2017,1810,113.125,2475,154.6875
2197,Volume,9/14/2017,1868,116.75,2239,139.9375
2197,Volume,9/15/2017,1810,113.125,2091,130.6875
2197,Volume,9/18/2017,1606,100.375,2204,137.75
2197,Volume,9/19/2017,1706,106.625,2206,137.875
2197,Volume,9/20/2017,1740,108.75,2231,139.4375
2197,Volume,9/21/2017,1777,111.0625,2501,156.3125
2197,Volume,9/22/2017,1818,113.625,2060,128.75
2197,Volume,9/25/2017,1597,99.8125,2118,132.375
2197,Volume,9/26/2017,1764,110.25,2233,139.5625
2197,Volume,9/27/2017,1736,108.5,2150,134.375
2197,Volume,9/28/2017,1708,106.75,2049,128.0625
2197,Volume,9/29/2017,1685,105.3125,1895,118.4375
2197,Volume,8/1/2018,1560,97.5,2102,131.375
2197,Volume,8/2/2018,1625,101.5625,2000,125
2197,Volume,8/3/2018,1440,90,1830,114.375
2197,Volume,8/6/2018,1411,88.1875,1914,119.625
2197,Volume,8/7/2018,1421,88.8125,1992,124.5
2197,Volume,8/8/2018,1528,95.5,2090,130.625
2197,Volume,8/9/2018,1484,92.75,2099,131.1875
2197,Volume,8/10/2018,1394,87.125,1792,112
2197,Volume,8/13/2018,1440,90,1975,123.4375
2197,Volume,8/14/2018,1502,93.875,2010,125.625
2197,Volume,8/15/2018,1554,97.125,2113,132.0625
2197,Volume,8/16/2018,1594,99.625,1955,122.1875
2197,Volume,8/17/2018,1441,90.0625,1763,110.1875
2197,Volume,8/20/2018,1390,86.875,1931,120.6875
2197,Volume,8/21/2018,1523,95.1875,2165,135.3125
2197,Volume,8/22/2018,1510,94.375,2184,136.5
2197,Volume,8/23/2018,1875,117.1875,2267,141.6875
2197,Volume,8/24/2018,1905,119.0625,2068,129.25
2197,Volume,8/27/2018,1823,113.9375,2166,135.375
2197,Volume,8/28/2018,1829,114.3125,2006,125.375
2197,Volume,8/29/2018,1832,114.5,2170,135.625
2197,Volume,8/30/2018,2034,127.125,2081,130.0625
2197,Volume,8/31/2018,1752,109.5,1935,120.9375
2197,Volume,9/3/2018,1540,96.25,348,21.75
2197,Volume,9/4/2018,1902,118.875,1985,124.0625
2197,Volume,9/5/2018,1554,97.125,2090,130.625
2197,Volume,9/6/2018,1629,101.8125,2051,128.1875
2197,Volume,9/7/2018,1679,104.9375,2176,136
2197,Volume,9/10/2018,1601,100.0625,2031,126.9375
2197,Volume,9/11/2018,3663,228.9375,3082,192.625
2197,Volume,9/12/2018,3885,242.8125,4245,265.3125
2197,Volume,9/13/2018,3748,234.25,4416,276
2197,Volume,9/14/2018,3610,225.625,4539,283.6875
2197,Volume,9/17/2018,3559,222.4375,4286,267.875
2197,Volume,9/18/2018,3826,239.125,4538,283.625
2197,Volume,9/19/2018,3900,243.75,4544,284
2197,Volume,9/20/2018,3742,233.875,4244,265.25
2197,Volume,9/21/2018,3804,237.75,4572,285.75
2197,Volume,9/24/2018,1709,106.8125,2230,139.375
2197,Volume,9/25/2018,1629,101.8125,2244,140.25
2197,Volume,9/26/2018,1715,107.1875,2209,138.0625
2197,Volume,9/27/2018,1701,106.3125,2199,137.4375
2197,Volume,9/28/2018,1743,108.9375,1998,124.875
2197,Volume,10/1/2018,1646,102.875,2358,147.375
2197,Volume,10/2/2018,1826,114.125,2268,141.75
2197,Volume,10/3/2018,1801,112.5625,2361,147.5625
2197,Volume,10/4/2018,1818,113.625,2470,154.375
2197,Volume,10/5/2018,1954,122.125,2205,137.8125
2228,Volume,8/1/2017,3100,193.75,4192,262
2228,Volume,8/2/2017,3103,193.9375,4153,259.5625
2228,Volume,8/3/2017,3438,214.875,3902,243.875
2228,Volume,8/4/2017,3161,197.5625,3864,241.5
2228,Volume,8/7/2017,3177,198.5625,3943,246.4375
2228,Volume,8/8/2017,3554,222.125,4119,257.4375
2228,Volume,8/9/2017,3300,206.25,4255,265.9375
2228,Volume,8/10/2017,3327,207.9375,4220,263.75
2228,Volume,8/11/2017,2521,157.5625,3781,236.3125
2228,Volume,8/14/2017,2615,163.4375,3979,248.6875
2228,Volume,8/15/2017,3489,218.0625,4138,258.625
